# 大学英语四级词库 · 来源 KyleBing/english-vocabulary（MIT）
# 格式：单词,释义
comfort,n. 舒适；安慰 v. 安慰
comfortable,adj. 舒适的
command,v. 命令；指挥；控制
commander,n. 司令官，指挥员
commencement,n. 毕业典礼
comment,n. 评论
commerce,n. 商业，贸易；社交
commercial,adj. 商业的；商品化的
commission,n. 委员会；委任状
commit,v. 犯罪；承担义务
commitment,n. 承诺，保证
committee,n. 委员会
common,adj. 普通的；共同的
commonly,adv. 普通地，一般地
communicate,v. 通讯；传达
communication,n. 通讯；传达；交通
communism,n. 共产主义
communist,n. 共产党员
community,n. 社区；社会；公社
companion,n. 同伴；共事者；伴侣
company,n. 公司，商号；同伴
comparable,adj. 可比较的； 类似的； 比得上的
comparative,adj. 比较的；相对的
compare,v. 比较，对照
comparison,n. 比较，对照；比拟
compass,n. 罗盘，指南针；圆规
compassion,n. 同情， 怜悯
compel,v. 强迫
compensate,v. 弥补，补偿
compensation,n. 弥补，补偿
compete,v. 竞争
competent,adj. 胜任的，有能力的
competition,n. 竞争；比赛
competitive,adj. 竞争的， 比赛的； 好竞争的， 求胜心切的； 有竞争力的
competitiveness,n. 竞争力
competitor,n. 竞争者，对手
compile,v. 编辑，编制，搜集
complacency,n. 自满，满足
complain,v. 抱怨
complaint,n. 抱怨; 投诉
complement,v. 补充
complete,v. 完成 adj. 完整的，彻底的
completely,adv. 十分，完全地
complex,adj. 复杂的
complicate,v. 使复杂；使陷入
complicated,adj. 复杂的，难懂的
comply,v. 遵从
component,n. 成分
compose,v. 创作；组成，构成
composition,n. 构成；作品；写作
compound,n. 化合物；复合词
comprehension,n. 理解，理解力；领悟
comprehensive,adj. 综合的，全面的
compress,v. 压紧，压缩
comprise,v. 包含，包括；构成
compromise,n. 妥协，和解
compute,v. 计算，估计，估算
computer,n. 计算机，电脑
comrade,n. 亲密的同伴；同志
conceal,v. 把…隐藏起来
concede,vt. 承认， 承认…为真； 承认失败； 允许， 让予； 让步， 认输
concentrate,v. 集中；聚集；浓缩
concentration,n. 集中
concept,n. 观点，观念
concern,n. 重要的事情 v. 与…有关，关于
concerning,prep. 关于
concert,n. 音乐会，演奏会
concession,n. 让步， 妥协； 特许， 特许权； 承认， 认可
conclude,v. 推断出；结束
conclusion,n. 结论
concrete,adj. 具体的
condemn,v. 谴责，指责；判刑
condense,v. 压缩，使缩短
condition,n. 状况，状态；环境
conduct,n. 举止，行为
conductor,n. 售票员；（乐队）指挥
conference,n. 会议，讨论会
confess,v. 供认，承认；坦白
confidence,n. 信心
confident,adj. 确信的；自信的
confidential,adj. 秘密的， 机密的； 亲信的
confine,v. 禁闭；限制
confirm,v. 证实
conflict,v. 冲突
conform,v. 相一致，遵守
confront,v. 面对
confrontation,n. 冲突，对抗
confuse,v. 使混淆，迷惑
confusion,n. 混乱；骚乱；混淆
congratulate,v. 祝贺，向…道喜
congratulation,n. 祝贺；祝贺词
congress,n. 大会；国会，议会
conjunction,n. 接合，连接；连接词
connect,v. 连接，连结；联系
connection,n. 连接，联系
connectivity,n. 连接，联系
connexion,n. connection的英式拼法
conquer,v. 征服；战胜
conquest,n. 攻取，征服；克服
conscience,n. 良心
conscious,adj. 意识到的；有意的
consciousness,n. 意识
consensus,n. 一致意见
consent,v. 允许，同意 n. 同意，赞同
consequence,n. 结果，成果
consequently,adv. 结果
conservation,n. 保护，保存
conservative,adj. 保守的，传统的
consider,v. 考虑；认为；关心
considerable,adj. 相当大(或多)的
considerably,adv. 相当地，非常地
considerate,adj. 体贴的；考虑周到的
consideration,n. 考虑，思考；体贴
considering,prep. 鉴于， 考虑到， 顾及
consist,v. 由……组成
consistent,adj. 一致的
conspicuous,adj. 显著地
constant,adj. 不断的，持续的
constantly,adv. 不断地，时常地
constitute,v. 组成
constitution,n. 章程；体质；构造
construct,v. 建造；建设；构筑
construction,n. 建筑
constructive,adj. 建设的，建设性的
consult,v. 咨询
consultancy,n. 咨询公司
consultant,n. 顾问
consume,v. 消费，消耗
consumer,n. 消费者， 用户， 消耗者
consumption,n. 消费，消耗
contact,n. 联系，接触 v. 〔写信、打电话〕联系〔某人〕
contain,v. 包含，容纳
container,n. 容器；集装箱
contaminate,v. 污染，弄脏
contemporary,adj. 当代的，现代的
contempt,n. 轻蔑；藐视；受辱
content,n. 内容
contest,n. 比赛
context,n. 背景，环境
continent,n. 大陆；陆地；洲
continual,adj. 不断的；连续的
continue,v. 继续，连续；延伸
continuous,adj. 连续不断的，持续的
contract,n. 合同
contradiction,n. 矛盾，不一致；否认
contrary,adj. 相反的 n. 相反
contrast,n. 对照物 v. 对比
contribute,v. 捐款，贡献
contribution,n. 贡献；捐款
control,v. 控制；克制 n. 控制
controversial,adj. 引起争论的， 有争议的
controversy,n. 争论， 辩论
convenience,n. 便利，方便；厕所
convenient,adj. 方便的
convention,n. 习俗，惯例；公约
conventional,adj. 传统的
conversation,n. 会话，非正式会谈
conversely,adv. 相反地
conversion,n. 转变，转化；改变
convert,v. 使转变；使改变
convey,v. 传达，传递
convict,v. 证明…有罪
conviction,n. 确信； 坚定的信仰； 说服， 信服； 定罪， 判罪
convince,v. 使相信
convincing,adj. 令人信服的
cook,v. 烹调，煮；烧菜
cool,adj. 凉的；冷静的
cooperate,v. 合作，协作；配合
cooperative,adj. 合作的
coordinate,v. 使协调，调节
coordination,n. 同等； 调和
cop,n. 警察
cope,v. 对付，应付
copper,n. 铜；铜币
copy,n. 抄件 v. 抄写，复制
copyright,n. 版权
cord,n. 细绳，粗线，索
cordial,adj. 真诚的，诚恳的
core,n. 果实的心；核心
corn,n. 谷物；（英）小麦
corner,n. 角；边远地区
corporate,adj. 团体的；法人的
corporation,n. 公司，企业；社团
correct,adj. 正确的 v. 纠正
correction,n. 改正，纠正，修改
correspond,v. 相符合；相当
correspondence,n. 信件， 函件； 通信， 通信联系； 符合， 一致， 相似
correspondent,n. 通讯员；通信者
corresponding,adj. 相应的；符合的
corridor,n. 走廊，回廊，通路
cost,n. 价格；代价；成本
costly,adj. 昂贵的；代价高的
cottage,n. 村舍，小屋
cotton,n. 棉；棉线；棉布
cough,v. 咳，咳嗽 n. 咳嗽
could,modal. 能，会，可以（can的过去式）
council,n. 议会
counsel,v. 忠告，建议
counseling,n. 咨询服务
count,v. 计算；数，计数
counter,n. 柜台；计数器
country,n. 国家，国土；农村
countryside,n. 乡下，农村
county,n. 英国的郡，美国的县
couple,n. 夫妻，情侣
coupon,n. 礼券， 优惠券， 配给券； 联票； 票证
courage,n. 勇气，胆量，胆识
courageous,adj. 有勇气的
course,n. 课程；过程；一道菜
court,n. 法院，法庭；庭院
courtyard,n. 庭院， 院子
cousin,n. 堂（或表）兄弟（姐妹）
cover,v. 盖；包括 n. 盖子
cow,n. 母牛，奶牛；母兽
coward,n. 懦夫；胆怯者
cozy,adj. 舒适的
crack,n. 裂缝，裂纹 v. 爆裂
craft,n. 工艺；手艺
crane,n. 起重机，摄影升降机
crash,v. 坠落;坠毁;撞击 n. 〔汽车的〕撞车事故；〔飞机的〕坠毁，失事
crawl,v. 爬，爬行
crazy,adj. 疯狂的，荒唐的
cream,n. 奶油，乳脂；奶油色
create,v. 创造；引起，产生
creative,adj. 创造性的，创作的
creativity,n. 创造力
creature,n. 生物，动物
credit,n. 信用贷款；信用
creep,v. 爬行；缓慢地行进
crew,n. 全体船员
cricket,n. 板球；蟋蟀
crime,n. 犯罪；罪，罪行
criminal,n. 犯人，罪犯，刑事犯
criminology,n. 犯罪学， 刑事学
cripple,n. 跛子；残疾人
crisis,n. 危机
critic,n. 批评家，评论家
critical,adj. 批评的，爱挑剔的
criticism,n. 批评
criticize,v. 批评；评论
crop,n. 农作物，庄稼；一熟：一季的收成
cross,v. 穿过；使交叉
crossing,n. 人行横道， 交叉口； 横渡
crow,n. 鸦，乌鸦 v. 啼
crowd,n. 人群；一伙人；大众
crown,n. 王冠，冕；花冠
crucial,adj. 至关重要的
crude,adj. 简陋的；天然的
cruel,adj. 残忍的，残酷的
cruelty,n. 残暴，残酷
cruise,vi. 航游，巡航；缓慢巡行 n. 航游， 游弋
crush,v. 压碎，碾碎；镇压
crust,n. 面包皮；硬外皮
cry,v. 哭，哭泣；叫喊
crystal,n. 结晶体；晶粒；水晶
cube,n. 立方形；立方
cubic,adj. 立方形的；立方的
cucumber,n. 黄瓜
cue,n. 暗示，信号；提示 vt. 提示； 暗示
cultivate,v. 培养， 养成
culture,n. 文化，文明
cunning,adj. 狡猾的，狡诈的
cup,n. 杯子；（一）杯；奖杯
cupboard,n. 碗柜，碗碟橱；食橱
curb,v. 控制 n. 控制
cure,v. 医治；消除 n. 治愈
curiosity,n. 好奇心
curious,adj. 好奇的
curl,n. 卷毛；螺旋 v. 卷曲
currency,n. 通货， 货币； 通行， 流行
current,adj. 当前的
currently,adv. 当前；一般地
curriculum,n. 课程， 全部课程
curse,n. 诅咒，咒骂
curtain,n. 帘，窗帘；幕（布）
curve,n. 曲线；弯 v. 弄弯
cushion,n. 垫子，坐垫，靠垫
custom,n. 习惯，风俗；海关
customer,n. 顾客，主顾
cut,v. 切，割，剪；减少
cycle,n. 循环；自行车
daily,adj. 每日的 n. 日报
dairy,n. 牛奶场 adj. 乳制品
dam,n. 水坝，水堤；障碍物
damage,v. 损害，毁坏 n. 损害
damn,interjection. 该死，见鬼〔表示很生气或失望〕 adv. 非常，很 adj. 该死的〔表示对某人或某事物生气〕
damp,adj. 潮湿的，有湿气的
dampen,v. 抑制
dance,v. 跳舞；摇晃 n. 舞
danger,n. 危险；危险事物
dangerous,adj. 危险的，不安全的
dare,v. 敢；竟敢
daring,adj. 大胆的，勇敢的
dark,adj. 暗的；黑色的
darling,n. 亲爱的人；宠儿
dash,v. 使猛撞；溅 n. 猛冲
data,n. 数据；资料
date,n. 日期 v. 注…日期
daughter,n. 女儿
dawn,n. 黎明；开端 v. 破晓
day,n. （一）天；白昼，白天
daylight,n. 白昼，日光；黎明
dead,adj. 死的，无生命的
deadline,n. 最后期限
deadly,adj. 致命的；死一般的
deaf,adj. 聋的；不愿听的
deal,n. 买卖；待遇
dear,adj. 亲爱的 int. 啊
death,n. 死，死亡；灭亡
debate,n. 争论，辩论 v. 争论，辩论
debt,n. 债务
decade,n. 十年，十年期
decay,v. 腐烂；衰败 n. 腐烂
deceit,n. 欺骗，欺诈
deceive,v. 欺骗，蒙蔽，行骗
december,n. 十二月
decent,adj. 正派的，体面的
deception,n. 欺骗； 诡计， 骗局
decide,v. 决定，决心；解决
decision,n. 决定，决心；果断
deck,n. 甲板；舱面；层面
declaration,n. 宣布， 宣告； 宣言， 声明； 申报
declare,v. 断言；声明；表明
decline,v. 下降，减少；拒绝
decorate,v. 装饰
decrease,v. 减少 n. 减少
deduce,v. 演绎，推论，推断
deed,n. 行为；功绩；劣迹；契约
deep,adj. 深的；纵深的
deepen,v. 使加深，加剧
deer,n. 鹿
defeat,v. 战胜，击败；挫败
defect,n. 缺点，缺陷，欠缺
defence,n. 防御；防务；辩护
defend,v. 保卫，防守
define,v. 确定；下定义
definite,adj. 明确的；肯定的
definitely,adv. 一定地，明确地
definition,n. 定义
degree,n. 程度
delay,v. 推迟，延期
delegate,n. 代表， 代表团成员 vt. 委派…为代表； 授 ， 把…委托给
delegation,n. 代表团
delete,v. 删除；擦掉
deliberate,adj. 故意的
delicate,adj. 纤细的；易碎的
delicious,adj. 美味的；怡人的
delight,n. 高兴
delightful,adj. 高兴的
deliver,v. 发表
delivery,n. 投递；交付；分娩
demand,n. 需求，要求 v. 要求
democracy,n. 民主制；民主
democratic,adj. 民主的
demonstrate,v. 证明；展示
dense,adj. 密集的；浓厚的
density,n. 密度
dental,adj. 牙齿的， 牙科的
deny,v. 否定；拒绝相信
depart,v. 离开，起程；出发
department,n. 部门
departure,n. 离开，出发，起程
depend,v. 依靠，依赖；相信
dependent,adj. 依靠的，依赖的
deposit,v. 使沉淀；存放
depress,v. 使沮丧；按下
depressed,adj. 萧条的；沮丧的
depressing,adj. 令人沮丧的
depression,n. 抑郁， 沮丧； 不景气， 萧条； 洼地， 凹陷
deprive,v. 剥夺，夺去，使丧失
depth,n. 深度；深厚；深处
deputy,n. 副职， 副手； 代表， 代理人
derive,v. 得到，导出
descend,v. 下来，下降；下倾
describe,v. 形容；描写，描绘
description,n. 描写，形容；种类
desert,v. 抛弃
deserve,v. 值得
design,v. 设计 n. 设计；图样
desirable,adj. 值得相望的；可取的
desire,n. 渴望，欲望
desk,n. 书桌，办公桌
despair,n. 绝望 v. 绝望
desperate,adj. 拼死的；绝望的
despise,v. 鄙视，蔑视
despite,prep. 尽管
dessert,n. 甜点
destination,n. 目的地，终点
destroy,v. 破坏；消灭；打破
destruction,n. 破坏
detail,n. 细节
detailed,adj. 细节的，详细的
detect,v. 觉察；检测
detection,n. 侦查；察觉
detective,n. 侦探
determination,n. 意志
determine,v. 决定；下决心
develop,v. 发展；形成；开发
development,n. 发展；生长；开发
developmental,adj. 发展的
device,n. 装置，设备
devil,n. 魔鬼，恶魔
devise,v. 设计，发明
devote,v. 奉献，致力于
devotion,n. 献身， 奉献； 忠实； 热爱； 虔诚
dew,n. 露，露水
diagnose,vt. 诊断
diagram,n. 图解，图表，简图
dial,n. 钟面；拨号盘 v. 拨
dialect,n. 方言，土语，地方话
dialog,n. 对话，对白
diameter,n. 直径
diamond,n. 金钢石，钻石；菱形
diary,n. 日记，日记簿
dictate,v. 命令，规定 n. 命令，规定
dictation,n. 口授笔录；听写
dictator,n. 独裁者；专制者
dictionary,n. 词典，字典
die,v. 死，死亡；灭亡
differ,v. 不同，相异
difference,n. 差别；差；分歧
different,adj. 差异的；各种的
difficult,adj. 困难的；难对付的
difficulty,adj. 困难；难事；困境
dig,v. 掘，挖；采掘
digest,v. 消化；领会 n. 文摘
digital,adj. 数字的，计数的
dilemma,n. 困境
diligent,adj. 勤奋的
dim,adj. 昏暗的；朦胧的
dimension,n. 尺寸，尺度；面积
dinner,n. 正餐，主餐；宴会
dip,v. 浸，蘸
diploma,n. 文凭
diplomatic,adj. 外交的
direct,adj. 直接的；直率的
direction,n. 方向，方位；指导
directly,adv. 直接地；立即
director,n. 理事；导演；指导者；负责人
dirt,n. 尘，污物，污垢；土
dirty,adj. 脏的；下流的
disable,v. 使无能，使伤残
disadvantage,n. 不利情况，缺点
disagree,v. 有分歧；不一致
disappear,v. 不见，消失
disappoint,v. 使失望，使受挫折
disappointing,adj. 令人失望的
disaster,n. 灾难，灾祸；天灾
discard,v. 丢弃，抛弃，遗弃
discharge,v. 释放；排出；批准离开; 命令离开
discipline,n. 纪律；训练 v. 训练
disclose,v. 揭开，揭发；透露
discount,n. 折扣
discourage,v. 阻止；使气馁
discover,v. 发现
discovery,n. 发现；被发现的事物
discrimination,n. 歧视
discuss,v. 讨论，谈论；论述
discussion,n. 讨论，谈论；论述
disease,n. 病，疾病；病害
disguise,v. 隐瞒，掩埋 n. 假装
disgust,n. 厌恶，憎恶
dish,n. 碟，盘子；菜肴
dishonest,adj. 不诚实的
dishonour,n. 不光彩；丢脸的人
dishwasher,n. 洗碗机
disk,n. 圆盘，唱片；磁盘
dislike,v. 不喜爱，厌恶 n. 不喜爱，厌恶
dismiss,v. 不再考虑；解雇
disorder,n. 骚乱；混乱，杂乱
disorderly,adj. 杂乱的
display,n. 展览 v. 展览
displease,v. 使不愉快，使生气
disposal,n. 丢掉，处理，销毁
dispose,v. 去掉，丢掉；销毁
dispute,n. 辩论，争论 v. 辩论，争论
dissatisfy,v. 不满意
disservice,n. 伤害，帮倒忙
dissolve,v. 使溶解；解散
distance,n. 距离
distant,adj. 遥远的
distinct,adj. 明显的；有区别的
distinction,n. 差别，不同，区分
distinctive,adj. 独特的，与众不同的
distinguish,v. 区别，区分
distinguished,adj. 显著的，杰出的
distract,v. 分心
distracted,adj. 分心的
distraction,n. 分心；消遣
distress,v. 使痛苦，悲痛
distribute,v. 分发
distribution,n. 分发，分配；分布
district,n. 区
disturb,v. 打扰，扰乱；弄乱
ditch,n. 沟，沟渠，渠道
dive,v. 跳水；潜水；俯冲
diverse,adj. 各种各样的
diversity,n. 多样性；差异
divide,v. 分开
divine,adj. 神圣的
division,n. 除法；部门
divorce,n. 离婚，离异 v. 离婚
do,aux. （用于实义动词前构成否定句和疑问句） v. 做，干，办
dock,n. 船坞；码头
doctor,n. 医生，医师；博士
doctoral,adj. 博士的
document,n. 文件
dog,n. 狗，犬；犬科动物
dollar,n. 元〔美国、加拿大、澳大利亚等国的货币单位〕
domestic,adj. 国内的
dominant,adj. 占优势的
dominate,vi. 拥有优势 vt. 在…中占首要地位；支配，统治，控制；耸立于，俯视
domination,n. 主导
donate,v. 捐赠
donation,n. 捐赠
donkey,n. 驴
door,n. 门；通道；一家
dorm,n. 宿舍
dormitory,n. 宿舍
dose,n. 剂量，用量；一剂
dot,n. 点，圆点 v. 打点于
double,adj. 双的；两倍的
doubt,n. 怀疑；疑虑 v. 怀疑
doubtful,adj. 难以预测的；怀疑的
doubtless,adv. 无疑地；很可能
down,adv. 向下；在下面
downfall,n. （雨等的）大下特下
download,v. 下载
downsize,v. 裁员
downstairs,adv. 在楼下 adj. 楼下的
downward,adj. 向下的 adv. 向下地
dozen,n. 一打，十二个
draft,n. 草稿；汇票 v. 起草
drag,v. 拖，拉；拖曳
dragon,n. 龙
drain,v. 排去；放水 n. 耗竭
drama,n. 戏剧
dramatic,adj. 戏剧的；引人注目的
dramatically,adv. 戏剧性地，引人注目地
draught,n. 穿堂风，冷风 adj. 〔啤酒〕桶装的，散装的
draw,v. 画，划
drawer,n. 抽屉
drawing,n. 图画，素描；绘图
dread,n. 畏惧；恐怖 v. 惧怕
dream,n. 梦；梦想 v. 做梦
dress,n. 服装
drift,v. 漂流；漂泊 n. 趋势；流动
drill,n. 钻头；操练 v. 钻孔
drink,v. 饮 n. 饮料
drip,v. 滴下；漏水 n. 水滴
drive,v. 驾驶；打入；驱
driver,n. 驾驶员，司机
drop,v. 使落下；降低
dropout,n. 辍学者
drought,n. 旱灾，干旱
drown,v. 淹死，溺死
drug,n. 药，药物，药材
drum,n. 鼓；鼓状物；圆桶
drunk,adj. 醉的；陶醉的
dry,adj. 干的，干燥的
duck,n. 鸭；中文释义: 雌鸭；鸭肉
due,adj. 到期的
dull,adj. 枯燥的；不鲜明的
dumb,adj. 哑的；无言的
dump,v. 扔下，倾倒；倾销
durability,n. 持久
durable,adj. 持久的，耐用的
duration,n. 持续，持久
during,prep. 在…期间
dusk,n. 薄暮，黄昏，幽暗
dust,n. 灰尘
duty,n. 责任；职责；税
dwelling,n. 住处，寓所
dye,v. 染 n. 染料；染色
dying,adj. 垂死的；临终的
dynamic,adj. 有活力的；动力的
each,det,pron. 各，各自
eager,adj. 渴望的，热切的
eagle,n. 鹰
ear,n. 耳朵；听力，听觉
early,adv. 早 adj. 早的，早期的
earn,v. 赚得，挣得；获得
earnest,adj. 认真的，诚恳的
earth,n. 地球；陆地，地面
earthquake,n. 地震；大震荡
ease,n. 轻松，舒适
easily,adv. 容易地
east,n. 东；东部 adv. 在东方
eastern,adj. 朝东的；东方的
easy,adj. 容易的；安逸的
easygoing,adj. 脾气随和的，温和的
eat,v. 吃
echo,n. 回声，反响 v. 重复
economic,adj. 经济的，经济学的
economical,adj. 节约的；经济的
economy,n. 经济；节约，节省
edge,n. 边缘，边；刀口
edition,n. 版本；版；版次
editor,n. 编辑，编者，校订者
editorial,adj. 编辑的，主笔的，编者的；社论的，社论式的 n. 社论， 重要评论
educate,v. 教育；培养；训练；教导
education,n. 教育；训导
effect,n. 影响
effective,adj. 有效的；有影响的
efficiency,n. 效率；效能；功效
efficient,adj. 效率高的，有能力的
efficiently,adj. 有效地
effort,n. 努力；努力的成果
egg,n. 蛋，卵；蛋，鸡蛋
eight,num. 八，八个
eighteen,num. 十八，十八个
eighth,num. 第八 n. 八分之一
eighty,num. 八十，八十个
either,det,pron. （两者）任何一个
elaborate,adj. 复杂的；精心制作的
elastic,n. 松紧带 adj. 有弹性的
elbow,n. 肘，肘部；弯管
elder,adj. 年龄较大的 n. 长者
elderly,adj. 较老的，年长的 n. 到了晚年的人， 老年人
elect,v. 选举，推选；选择
election,n. 选举；当选
elective,adj. 选举的，有选举权的；可任意选择的 n. 选修课程
electric,adj. 电的，电动的
electrical,adj. 电的，电气科学的
electricity,n. 电，电学；电流
electron,n. 电子
electronic,adj. 电子的
electronics,n. 电子学
elegant,adj. 优雅的
element,n. 要素；元素
elementary,adj. 基本的；初级的
elephant,n. 象
elevator,n. 电梯；升降机
eleven,num. 十一，十一个
eleventh,adj. 第十一（个）
eliminate,v. 消除
elimination,n. 排除，消除；消灭
else,adv. 其它，另外 adj. 别的
elsewhere,adv. 在别处，向别处
embarrass,v. 尴尬
embarrassed,adj. 尴尬的；窘迫的
embassy,n. 大使馆； 大使馆全体成员
embrace,v. 拥抱；欣然接受，乐意采纳 (新思想、意见、宗教等)
emerge,v. 出现
emergence,n. 出现，发生
emergency,n. 紧急情况
emission,n. 排放，辐射
emit,v. 发出，排出
emotion,n. 情感，感情；激动
emotional,adj. 情绪(上)的，情感(上)的；激起感情的； 敏感的；情绪激动的〔尤指哭泣〕
emperor,n. 皇帝
emphasis,n. 强调，重点，重要性
emphasize,v. 强调
empire,n. 帝国
employ,v. 雇用；用；使忙于
employee,n. 受雇者，雇员，雇工
employer,n. 雇佣者，雇主
employment,n. 工作；职业；雇用；使用
empower,vt. 授权于； 使能够
empty,adj. 空的；空洞的
enable,v. 使能够……
enclose,v. 附上；围住，圈起
encounter,v. 遭遇，遇到 n. 遭遇
encourage,v. 鼓励
end,n. 末端；目标 v. 结束
endanger,v. 危及，危害，濒临危险
ending,n. 结尾，结局
endless,adj. 无止境的
endurance,n. 耐力
endure,v. 忍耐；容忍
enemy,n. 敌人；仇敌；敌兵
energetic,adj. 精力充沛的
energy,n. 活力；精力；能；能量
enforce,v. 实施，执行；强制
engage,v. 从事；吸引
engagement,n. 婚约
engine,n. 引擎，发动机
engineer,n. 工程师，技师
engineering,n. 工程；工程学
england,n. 英格兰；英国
english,n. 英语 adj. 英国人的
englishman,n. 英国男子
enhance,v. 提高；加强；增加
enjoy,v. 享受；欣赏，喜爱
enlarge,v. 扩大，扩展；放大
enormous,adj. 巨大的
enough,det. 足够的 adv. 足够地
enquire,v. 询问
enquiry,n. 询问
enrich,v. 丰富；使富有
enroll,v. 注册
enrollment,n. 入学人数
ensure,v. 确保
enter,v. 走进，进入；参加
entertain,v. 使欢乐；招待
entertaining,adj. 有趣的，使人愉快的
entertainment,n. 娱乐
enthusiasm,n. 热情，热心，热忱
enthusiastic,adj. 热情的，热心的
entire,adj. 全部的，整个的
entitle,v. 使具有权利，使具有资格
entrance,n. 入口，门口；进入
entry,n. 入口处；登记；进入
envelope,n. 信封；封套；封皮
environment,n. 环境，外界
envy,v. 妒忌；羡慕 n. 妒忌；羡慕
epidemic,adj. 流行性的；传染的 n. 流行病； 传播
episode,n. 一个事件； 插曲， 片段； 连续剧的一集
equal,adj. 相等的，平等的
equality,n. 平等
equation,n. 方程（式）；等式
equip,v. 装备，配备
equipment,n. 装备，设备；配备
equivalence,n. 等值，相等
equivalent,adj. 相等的，相当的
era,n. 纪元，年代
erect,v. 建造；使竖立
erroneous,adj. 错误的， 不正确的
error,n. 错误，谬误；差错
escape,v. 逃跑；逸出 n. 逃跑
especially,adv. 尤其；特别，格外
essay,n. 散文，文章
essential,adj. 必须的；本质的
essentially,adv. 本质上，根本上
establish,v. 建立，创办，设立
establishment,n. 确立
estate,n. 土地， 住宅区， 地产； 财产， 遗产； 庄园， 种植园
esteem,n. 自尊
estimate,v. 估计
europe,n. 欧洲
european,adj. 欧洲的 n. 欧洲人
evaluate,v. 评价
evaluation,n. 评价，评估
evaporate,v. 使蒸发
eve,n. 前夜，前夕
even,adv. 甚至；甚至更，还
evening,n. 傍晚，黄昏，晚上
event,n. 事件，大事；事变
eventually,adv. 终于；最后
ever,adv. 在任何时候；曾经
everlasting,adj. 永恒的
every,det. 每一的；每隔…的
everybody,pron. 每人，人人
everyday,adj. 每天的，日常的
everyone,pron. 每人，人人
everything,pron. 每件事，事事
everywhere,adv. 到处，处处
evidence,n. 根据，证据，迹象
evident,adj. 明显的
evidently,adv. 明显地， 显然
evil,n. 邪恶，罪恶
evolution,n. 演变，进化
evolutionary,adj. 进化的；演变的
evolve,v. 使发展
exact,adj. 确切的；精确的
exactly,adv. 确切地；恰恰正是
exaggerate,v. 夸张
exam,n. 考试；检查，细查
examination,n. 考试；检查，细查
examine,v. 检查，仔细观察
example,n. 例子，实例；模范
exceed,v. 超过，胜过；超出
exceedingly,adv. 极端地，非常
excellent,adj. 卓越的，杰出的，极好的
except,prep. 除…之外
exception,n. 例外
excess,n. 过量，过度
excessive,adj. 过度的
exchange,n. 交换，交流 v. 交换，交流
excite,v. 使激动；引起
excitement,n. 刺激， 激动， 兴奋； 令人兴奋的事， 刺激的因素
exciting,adj. 令人兴奋的
exclaim,v. 呼喊；惊叫
exclude,v. 排除，不包括
exclusive,adj. 奢华的，高级的；独有的，独享的；排斥的，排他的；不包括…的，不把…计算在内的 n. 独家新闻
exclusively,adv. 专门地
excursion,n. 远足；短途旅行
excuse,v. 原谅；免除 n. 借口
execute,v. 将…处死；实施
executive,adj. 执行的 n. 执行者
exercise,n. 锻炼；训练 v. 练习
exert,v. 运用；尽（力）
exhaust,v. 使筋疲力尽
exhibit,v. 陈列，展览；显示
exhibition,n. 展览
exile,n. 流放，放逐
exist,v. 存在；生存，生活
existence,n. 存在，实在；生活
exit,n. 出口；退场 v. 退出
expand,v. 扩大
expansion,n. 扩大；扩充；扩张
expect,v. 预料，预期；等待
expectation,n. 期望
expense,n. 花费，消费；费用
expensive,adj. 昂贵的，花钱多的
experience,n. 经验，感受；经历
experiment,n. 实验；试验
experimental,adj. 实验的，试验的
expert,adj. 熟练的，内行的
explain,v. 解释；为…辩解
explanation,n. 解释，说明；辩解
explicitly,adv. 直接地，明确地
explode,v. 使爆炸
exploit,v. 开采
explore,v. 探索
explosion,n. 爆炸
explosive,n. 炸药 adj. 会爆炸的
export,v. 出口；输出
expose,v. 暴露
exposure,n. 暴露；揭露
express,v. 表示 n. 快车；快递
expression,n. 词句；表达；表情
expressiveness,n. 表达
extend,v. 延长；扩大
extension,n. 分机
extensive,adj. 广阔的；广泛的
extensively,adv. 广泛地
extent,n. 程度；广度；范围
exterior,adj. 外部的
external,adj. 外部的，外面的
extra,adj. 额外的 adv. 特别地
extracurricular,adj. 课外的
extraordinary,adj. 非凡的
extreme,adj. 极度的；尽头的
extremely,adv. 极端，极其，非常
eye,n. 眼睛；眼力
eyesight,n. 视力，目力
fable,n. 寓言；虚构的故事
fabric,n. 织物，纺织品；结构
face,n. 脸；表面
facilitate,v. 使便利，促进
facility,n. 设施
fact,n. 事实；实际，实情
factor,n. 因素；系数；因子
factory,n. 工厂，制造厂
faculty,n. 系，科；才能，能力
fade,v. 逐渐消失
fahrenheit,n. 华氏温度
fail,v. 失败；不能；失灵
failure,n. 失败；失败的人
faint,adj. 微弱的；虚弱的
fair,n. 集市
fairly,adv. 相当；公平地
fairy,n. 小精灵， 小仙子
faith,n. 信任
faithful,adj. 忠诚的；如实的
fall,v. 落下；跌倒；陷落
false,adj. 不真实的；伪造的
fame,n. 名声，名望
familiar,adj. 熟悉的
family,n. 家，家庭；家族
famine,n. 饥荒
famous,adj. 著名的，出名的
fan,n. （运动等）狂热爱好者
fancy,adj. 华丽的；别致的
fantasize,v. 想象，幻想
fantastic,adj. 极好的， 极出色的， 了不起的； 极大的； 难以相信的； 异想天开的， 不实际的； 奇异的， 古怪的
fantasy,n. 想象， 幻想； 想象的产物
far,adj. 远的 adv. 远，遥远
fare,n. 车费，船费，票价
